Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Vehicle Class,Fuel Type
1.5,4,7.2,39,169,COMPACT,X
2.0,4,10.4,27,244,FULL-SIZE,Z
3.6,6,12.2,23,286,SUV - STANDARD,X
2.0,4,8.6,33,202,COMPACT,X
2.0,4,8.7,32,203,COMPACT,X
2.0,4,9.2,31,213,COMPACT,Z
2.0,4,9.9,29,232,COMPACT,Z
1.4,4,7.6,37,178,STATION WAGON - SMALL,X
1.4,4,7.4,38,172,STATION WAGON - SMALL,X
1.4,4,7.0,40,162,COMPACT,X
1.4,4,7.0,40,163,COMPACT,X
2.0,4,8.4,34,196,COMPACT,X
2.0,4,9.5,30,221,SUV - SMALL,X
2.0,4,9.4,30,218,COMPACT,Z
2.0,4,8.4,34,197,STATION WAGON - SMALL,Z
2.0,4,9.4,30,219,STATION WAGON - SMALL,Z
2.0,4,9.3,30,218,STATION WAGON - SMALL,Z
2.0,4,10.0,28,233,STATION WAGON - MID-SIZE,Z
2.0,4,10.4,27,242,SUV - SMALL,Z
2.0,4,10.0,28,233,SUV - STANDARD,Z
2.0,4,10.7,26,250,SUV - STANDARD,Z
3.5,6,10.9,26,254,SUV - SMALL,Z
2.0,4,10.3,27,241,SUV - SMALL,Z
2.9,6,11.6,24,271,MID-SIZE,Z
2.9,6,12.3,23,288,SUV - SMALL,Z
4.0,8,11.5,25,270,TWO-SEATER,Z
4.0,8,14.2,20,333,TWO-SEATER,Z
2.0,4,7.8,36,182,SUBCOMPACT,X
2.0,4,9.5,30,224,SUBCOMPACT,X
2.0,4,8.8,32,206,STATION WAGON - SMALL,Z
2.0,4,8.8,32,205,SUBCOMPACT,Z
2.0,4,8.8,32,206,SUBCOMPACT,Z
2.0,4,8.8,32,205,MID-SIZE,Z
3.0,6,9.7,29,226,MID-SIZE,Z
3.0,6,10.6,27,247,MID-SIZE,Z
3.0,6,11.5,25,267,FULL-SIZE,Z
4.0,8,13.2,21,308,FULL-SIZE,Z
3.0,6,12.7,22,296,SUV - STANDARD,Z
5.2,10,14.9,19,347,TWO-SEATER,Z
2.5,5,10.4,27,243,SUBCOMPACT,Z
3.0,6,10.8,26,252,SUBCOMPACT,Z
3.0,6,10.5,27,245,MID-SIZE,Z
2.9,6,10.9,26,255,MID-SIZE,Z
4.0,8,14.5,19,339,FULL-SIZE,Z
3.0,6,11.8,24,276,SUV - SMALL,Z
2.0,4,9.1,31,213,SUBCOMPACT,X
2.0,4,9.1,31,213,TWO-SEATER,X
6.0,12,17.2,16,401,SUV - STANDARD,Z
4.0,8,12.4,23,291,COMPACT,Z
6.0,12,15.7,18,364,COMPACT,Z
6.0,12,16.0,18,373,SUBCOMPACT,Z
6.0,12,16.0,18,373,MID-SIZE,Z
2.0,4,8.5,33,200,SUBCOMPACT,Z
2.0,4,8.3,34,195,COMPACT,Z
3.0,6,10.0,28,233,COMPACT,Z
3.0,6,9.5,30,222,MID-SIZE,Z
4.4,8,12.4,23,290,FULL-SIZE,Z
3.0,6,12.4,23,290,SUBCOMPACT,Z
3.0,6,9.9,29,231,SUBCOMPACT,Z
3.0,6,12.4,23,290,COMPACT,Z
4.4,8,13.8,20,322,MID-SIZE,Z
4.4,8,11.7,24,273,MID-SIZE,Z
6.6,12,15.1,19,354,FULL-SIZE,Z
4.4,8,13.8,20,322,SUBCOMPACT,Z
4.4,8,12.4,23,290,SUBCOMPACT,Z
4.4,8,11.7,24,273,SUBCOMPACT,Z
4.4,8,12.4,23,290,MID-SIZE,Z
2.0,4,8.8,32,207,SUV - SMALL,Z
2.0,4,9.0,31,210,SUV - SMALL,Z
3.0,6,14.6,19,339,SUV - SMALL,Z
3.0,6,10.1,28,235,SUV - SMALL,Z
4.4,8,12.8,22,302,SUV - STANDARD,Z
4.4,8,13.6,21,318,SUV - STANDARD,Z
3.0,6,9.3,30,216,TWO-SEATER,Z
1.2,3,8.4,34,198,SUV - SMALL,X
1.3,3,8.5,33,199,SUV - SMALL,X
2.0,4,10.7,26,250,SUV - SMALL,Z
3.6,6,10.9,26,255,MID-SIZE,X
2.7,4,9.9,29,232,COMPACT,Z
2.7,4,10.2,28,238,COMPACT,Z
2.7,4,10.0,28,234,COMPACT,Z
2.0,4,9.0,31,209,MID-SIZE,Z
3.0,6,11.0,26,256,MID-SIZE,Z
3.0,6,11.5,25,268,MID-SIZE,Z
3.0,6,11.3,25,263,MID-SIZE,Z
3.0,6,11.8,24,276,MID-SIZE,Z
2.0,4,9.8,29,227,SUV - SMALL,Z
2.0,4,10.1,28,235,SUV - SMALL,Z
3.6,6,11.6,24,270,SUV - SMALL,X
2.5,4,10.2,28,238,SUV - SMALL,X
3.6,6,11.4,25,269,SUV - SMALL,X
3.6,6,10.5,27,247,SUBCOMPACT,X
3.6,6,11.9,24,280,SUBCOMPACT,X
6.2,8,12.1,23,282,SUBCOMPACT,Z
6.2,8,12.6,22,296,SUBCOMPACT,Z
6.2,8,14.8,19,349,SUBCOMPACT,Z
2.5,4,10.8,26,252,PICKUP TRUCK - SMALL,X
3.6,6,11.7,24,273,PICKUP TRUCK - SMALL,X
2.8,4,10.6,27,284,PICKUP TRUCK - SMALL,D
1.5,4,8.4,34,196,SUV - SMALL,X
1.5,4,8.7,32,204,SUV - SMALL,X
3.6,6,10.9,26,255,FULL-SIZE,X
3.6,6,14.7,19,246,FULL-SIZE,E
1.5,4,7.5,38,189,MID-SIZE,X
2.7,4,11.1,25,262,PICKUP TRUCK - STANDARD,X
3.0,6,8.9,32,238,PICKUP TRUCK - STANDARD,D
4.3,6,13.5,21,318,PICKUP TRUCK - STANDARD,X
5.3,8,19.5,14,326,PICKUP TRUCK - STANDARD,E
5.3,8,12.2,23,286,PICKUP TRUCK - STANDARD,X
2.7,4,12.0,24,280,PICKUP TRUCK - STANDARD,X
3.0,6,9.4,30,252,PICKUP TRUCK - STANDARD,D
4.3,6,14.1,20,331,PICKUP TRUCK - STANDARD,X
4.3,6,14.8,19,349,PICKUP TRUCK - STANDARD,X
5.3,8,14.1,20,331,PICKUP TRUCK - STANDARD,X
5.3,8,15.0,19,350,PICKUP TRUCK - STANDARD,X
5.3,8,20.5,14,342,PICKUP TRUCK - STANDARD,E
5.3,8,15.1,19,354,PICKUP TRUCK - STANDARD,X
5.3,8,12.9,22,303,PICKUP TRUCK - STANDARD,X
5.3,8,12.6,22,296,PICKUP TRUCK - STANDARD,X
6.2,8,15.2,19,357,PICKUP TRUCK - STANDARD,Z
5.3,8,14.4,20,337,SUV - STANDARD,X
5.3,8,19.1,15,319,SUV - STANDARD,E
6.2,8,14.6,19,343,SUV - STANDARD,Z
5.3,8,13.8,20,325,SUV - STANDARD,X
6.2,8,13.9,20,327,SUV - STANDARD,Z
6.4,8,13.0,22,305,MID-SIZE,Z
6.2,8,15.3,18,358,MID-SIZE,Z
6.4,8,13.0,22,305,FULL-SIZE,Z
6.2,8,15.6,18,368,FULL-SIZE,Z
1.0,3,8.4,34,197,SUV - SMALL,X
2.7,6,11.0,26,258,SUV - SMALL,X
1.5,3,7.9,36,185,SUV - SMALL,X
1.5,3,8.3,34,196,SUV - SMALL,X
2.5,4,5.8,49,136,SUV - SMALL,X
2.5,4,5.9,48,139,SUV - SMALL,X
3.5,6,12.5,23,294,SUV - STANDARD,X
3.5,6,13.1,22,308,SUV - STANDARD,X
2.3,4,10.3,27,241,SUV - STANDARD,X
3.0,6,11.8,24,278,SUV - STANDARD,X
3.3,6,9.6,29,225,SUV - STANDARD,X
3.3,6,10.8,26,254,PICKUP TRUCK - STANDARD,X
3.3,6,14.8,19,245,PICKUP TRUCK - STANDARD,E
5.0,8,12.6,22,297,PICKUP TRUCK - STANDARD,X
5.0,8,17.6,16,293,PICKUP TRUCK - STANDARD,E
5.0,8,13.0,22,305,PICKUP TRUCK - STANDARD,X
5.0,8,17.7,16,294,PICKUP TRUCK - STANDARD,E
5.0,8,13.6,21,319,PICKUP TRUCK - STANDARD,X
3.0,6,10.8,26,290,PICKUP TRUCK - STANDARD,D
3.0,6,10.0,28,270,PICKUP TRUCK - STANDARD,D
3.3,6,11.7,24,274,PICKUP TRUCK - STANDARD,X
3.3,6,15.9,18,265,PICKUP TRUCK - STANDARD,E
3.5,6,13.0,22,304,PICKUP TRUCK - STANDARD,X
5.0,8,13.5,21,317,PICKUP TRUCK - STANDARD,X
5.0,8,17.8,16,296,PICKUP TRUCK - STANDARD,E
3.5,6,16.6,17,393,TWO-SEATER,Z
2.3,4,9.7,29,226,SUBCOMPACT,X
5.0,8,13.3,21,312,SUBCOMPACT,X
5.0,8,13.6,21,319,SUBCOMPACT,X
2.3,4,10.7,26,252,SUBCOMPACT,X
5.2,8,14.5,19,342,SUBCOMPACT,Z
5.2,8,16.7,17,392,SUBCOMPACT,Z
3.5,6,14.5,19,340,VAN - PASSENGER,X
3.5,6,19.1,15,316,VAN - PASSENGER,E
3.5,6,15.0,19,352,VAN - PASSENGER,X
3.5,6,19.8,14,328,VAN - PASSENGER,E
2.0,4,10.2,28,238,COMPACT,Z
3.3,6,12.0,24,284,COMPACT,Z
3.3,6,11.8,24,280,FULL-SIZE,Z
5.0,8,13.1,22,311,FULL-SIZE,Z
2.0,4,9.8,29,225,SUV - STANDARD,X
2.5,4,10.2,28,238,SUV - STANDARD,X
3.6,6,10.9,26,257,SUV - STANDARD,X
2.0,4,10.1,28,232,SUV - STANDARD,X
3.6,6,11.4,25,269,SUV - STANDARD,X
3.0,6,9.1,31,245,PICKUP TRUCK - STANDARD,D
5.3,8,12.2,23,288,PICKUP TRUCK - STANDARD,X
3.0,6,9.9,29,265,PICKUP TRUCK - STANDARD,D
5.3,8,14.7,19,344,PICKUP TRUCK - STANDARD,X
5.3,8,19.5,14,325,PICKUP TRUCK - STANDARD,E
5.3,8,13.4,21,314,PICKUP TRUCK - STANDARD,X
1.5,4,8.6,33,202,SUV - SMALL,X
1.5,4,7.2,39,170,FULL-SIZE,X
1.5,4,7.8,36,183,COMPACT,Z
1.5,4,7.4,38,172,FULL-SIZE,Z
1.5,4,7.8,36,183,MID-SIZE,Z
2.0,4,9.6,29,223,FULL-SIZE,Z
1.5,4,7.7,37,180,SUV - SMALL,X
1.5,4,8.1,35,189,SUV - SMALL,X
1.8,4,8.5,33,200,STATION WAGON - SMALL,X
1.5,4,4.9,58,115,MID-SIZE,X
3.5,6,10.6,27,248,MINIVAN,X
3.5,6,11.4,25,269,PICKUP TRUCK - STANDARD,X
1.6,4,6.7,42,160,COMPACT,X
1.6,4,7.0,40,168,COMPACT,X
1.6,4,8.1,35,192,MID-SIZE,X
1.6,4,9.0,31,214,MID-SIZE,X
2.0,4,6.8,42,161,MID-SIZE,X
2.0,4,7.9,36,187,MID-SIZE,X
2.0,4,8.4,34,199,FULL-SIZE,X
1.6,4,4.2,67,99,FULL-SIZE,X
2.0,4,7.9,36,187,SUV - SMALL,X
3.8,6,10.5,27,250,SUV - STANDARD,X
3.8,6,11.1,25,265,SUV - STANDARD,X
2.0,4,10.7,26,255,SUV - SMALL,X
1.6,4,7.7,37,181,FULL-SIZE,X
2.5,4,7.7,37,182,FULL-SIZE,X
2.4,4,10.1,28,241,SUV - SMALL,X
1.6,4,8.3,34,196,COMPACT,X
1.6,4,7.5,38,178,MID-SIZE,X
1.6,4,7.8,36,184,MID-SIZE,X
3.0,6,10.8,26,254,MID-SIZE,Z
5.6,8,15.3,18,360,SUV - STANDARD,Z
2.0,4,10.1,28,236,SUV - SMALL,Z
5.0,8,12.9,22,303,SUV - SMALL,Z
5.0,8,12.7,22,299,TWO-SEATER,Z
3.6,6,12.3,23,290,PICKUP TRUCK - STANDARD,X
3.6,6,12.6,22,296,PICKUP TRUCK - STANDARD,X
3.6,6,11.0,26,259,SUV - SMALL,X
2.0,4,11.2,25,263,SUV - SMALL,X
2.0,4,10.9,26,257,SUV - SMALL,X
3.0,6,9.5,30,255,SUV - SMALL,D
3.6,6,11.9,24,280,SUV - SMALL,X
3.6,6,11.8,24,276,SUV - SMALL,X
1.6,4,8.0,35,190,FULL-SIZE,X
2.0,4,7.1,40,169,FULL-SIZE,X
1.6,4,6.6,43,151,COMPACT,X
1.6,4,7.0,40,167,COMPACT,X
3.3,6,11.5,25,271,MINIVAN,X
3.3,6,11.1,25,261,SUV - SMALL,X
2.0,4,7.9,36,188,STATION WAGON - SMALL,X
2.4,4,9.0,31,214,SUV - SMALL,X
2.0,4,11.0,26,261,SUV - SMALL,X
2.4,4,10.0,28,239,SUV - SMALL,X
3.8,6,11.2,25,264,SUV - SMALL,X
6.5,12,21.4,13,485,TWO-SEATER,Z
2.0,4,11.3,25,266,SUV - SMALL,Z
2.0,4,11.1,25,262,SUV - SMALL,Z
3.0,6,11.0,26,258,SUV - STANDARD,Z
5.0,8,12.9,22,305,SUV - STANDARD,Z
5.0,8,15.1,19,354,SUV - STANDARD,Z
3.0,6,11.3,25,264,SUV - STANDARD,Z
5.0,8,14.3,20,336,SUV - STANDARD,Z
2.0,4,10.4,27,245,SUV - SMALL,Z
5.0,8,13.5,21,318,SUV - SMALL,Z
3.5,6,9.1,31,213,MID-SIZE,X
4.6,8,14.5,19,337,SUV - STANDARD,Z
3.4,6,11.1,25,262,MID-SIZE,Z
5.7,8,16.9,17,395,SUV - STANDARD,Z
5.0,8,12.2,23,285,SUBCOMPACT,Z
3.0,6,11.9,24,280,SUV - STANDARD,X
2.3,4,9.8,29,230,SUV - SMALL,X
3.5,6,13.4,21,315,SUV - STANDARD,X
3.0,6,12.2,23,286,FULL-SIZE,Z
2.0,4,8.1,35,189,SUV - SMALL,X
2.5,4,8.3,34,194,SUV - SMALL,X
2.5,4,8.6,33,200,SUV - SMALL,X
2.5,4,8.0,35,188,MID-SIZE,X
1.5,3,7.5,38,174,SUBCOMPACT,Z
1.5,3,8.5,33,197,MID-SIZE,Z
1.5,3,7.5,38,174,MINICOMPACT,Z
1.5,3,8.6,33,200,MID-SIZE,Z
2.0,4,7.9,36,184,SUBCOMPACT,Z
2.0,4,8.9,32,207,MID-SIZE,Z
2.0,4,8.1,35,191,MINICOMPACT,Z
2.0,4,8.1,35,190,SUBCOMPACT,Z
2.0,4,8.3,34,194,MINICOMPACT,Z
3.8,6,11.6,24,273,PICKUP TRUCK - STANDARD,X
3.8,6,12.2,23,287,PICKUP TRUCK - STANDARD,X
2.0,4,8.2,34,192,STATION WAGON - SMALL,X
2.0,4,7.3,39,171,MID-SIZE,X
5.6,8,13.3,21,313,PICKUP TRUCK - STANDARD,Z
1.6,4,6.7,42,158,COMPACT,X
1.6,4,7.7,37,181,COMPACT,X
3.0,6,11.5,25,271,MINICOMPACT,Z
3.0,6,11.6,24,272,MINICOMPACT,Z
3.0,6,11.8,24,277,MINICOMPACT,Z
2.9,6,11.9,24,278,SUV - STANDARD,Z
3.0,6,9.0,31,243,PICKUP TRUCK - STANDARD,D
3.6,6,10.4,27,245,PICKUP TRUCK - STANDARD,X
5.7,8,12.8,22,299,PICKUP TRUCK - STANDARD,X
6.7,12,16.5,17,386,STATION WAGON - MID-SIZE,Z
6.6,12,17.1,17,400,COMPACT,Z
6.6,12,17.1,17,400,FULL-SIZE,Z
6.6,12,16.5,17,387,MID-SIZE,Z
2.0,4,7.9,36,185,SUV - SMALL,X
2.0,4,9.0,31,210,MID-SIZE,X
2.0,4,7.6,37,178,STATION WAGON - SMALL,X
2.4,4,8.7,32,205,FULL-SIZE,X
2.5,4,7.9,36,185,FULL-SIZE,X
2.4,4,9.1,31,213,SUV - SMALL,X
2.0,4,11.5,25,263,COMPACT,Z
2.5,4,12.7,22,297,COMPACT,Z
4.0,6,13.8,20,321,SUV - STANDARD,X
2.5,4,7.6,37,177,MID-SIZE,X
2.5,4,8.2,34,190,MID-SIZE,X
2.5,4,8.4,34,197,MID-SIZE,X
1.8,4,7.1,40,165,COMPACT,X
1.8,4,7.3,39,170,COMPACT,X
2.0,4,6.7,42,158,COMPACT,X
2.0,4,7.0,40,164,COMPACT,X
1.8,4,4.5,63,106,COMPACT,X
3.0,6,8.9,32,208,TWO-SEATER,Z
3.5,6,10.3,27,240,SUV - SMALL,X
2.5,4,6.7,42,158,SUV - STANDARD,X
2.5,4,6.7,42,156,SUV - STANDARD,X
1.8,4,4.5,63,106,MID-SIZE,X
2.5,4,7.9,36,184,SUV - SMALL,X
2.5,4,6.0,47,139,SUV - SMALL,X
5.7,8,16.4,17,385,SUV - STANDARD,X
3.5,6,11.0,26,259,MINIVAN,X
5.7,8,16.3,17,381,PICKUP TRUCK - STANDARD,X
1.5,4,6.9,41,165,COMPACT,X
2.0,4,10.0,28,234,FULL-SIZE,Z
2.0,4,11.7,24,273,SUV - SMALL,X
1.4,4,7.6,37,177,COMPACT,X
2.0,4,8.7,32,205,MID-SIZE,X
2.0,4,9.4,30,221,SUV - SMALL,X
2.0,4,9.6,29,223,MID-SIZE,Z
2.0,4,9.4,30,220,STATION WAGON - SMALL,Z
2.0,4,9.0,31,210,SUV - SMALL,X
2.0,4,9.4,30,219,SUV - SMALL,Z
2.0,4,9.9,29,232,SUV - STANDARD,Z
2.0,4,10.7,26,248,SUV - STANDARD,Z
